   30.32588       35.30251       29.18942              27
           1          68   8.177833       7.438209    
           2          68   13.66783       13.01683    
           1           1   8.947837       8.301789    
           2           1   12.27782       14.52814    
           1          67   8.567832       7.999803    
           2          67   17.13782       13.99965    
           1          69   8.287834       8.816924    
           2          69   14.90783       15.42962    
           1          10   9.637825       8.524765    
           2          11   17.09784       15.22517    
           1          12   11.06784       8.829706    
           2          12   16.72783       15.45199    
           2          64   18.09784       18.57296    
           1          65   9.637825       10.30195    
           2          65   18.53784       18.02842    
           1          64   10.17783       10.61312    
           1           7   11.06784       10.60188    
           2           7   18.80782       18.55329    
           1           9   10.71782       11.09739    
           2           9   22.64783       19.42043    
           1          70   11.00783       11.08722    
           1           5   10.99783       11.44950    
           2           5   20.10783       20.03663    
           1           2   13.74783       11.48448    
           2           2   22.53784       20.09784    
           1           6   12.23784       12.11836    
           2           6   19.78784       21.20712    
  -64.40086      -9.135828       5.337561              18
           2          70   14.31034       14.24456    
           1          70   8.000247       8.139746    
           2          67   21.23023       21.33847    
           1          67   12.70045       12.19341    
           1          71   12.41043       11.84729    
           1           9   8.450442       8.598139    
           2           9   14.78053       15.04674    
           1          12   11.13064       10.86492    
           2          12   19.14044       19.01361    
           2          71   23.24055       20.73276    
           1           5   8.660434       8.941187    
           1           7   11.21023       11.31849    
           2           7   20.16044       19.80735    
           2           5   17.40064       15.64708    
           2           1   25.81034       22.75817    
           2           6   14.71023       15.92069    
           1           1   12.83033       13.00467    
           1          64   9.540345       10.02570    
   4.393540       5.644721       53.11945              20
           2          68   14.62774       14.65520    
           2          67   14.33770       15.03009    
           2          69   15.23711       14.63575    
           2          10   15.69707       15.10111    
           2          12   15.92754       15.68150    
           2          72   16.76739       15.56514    
           1           7   8.217584       8.745850    
           2           7   14.63750       15.30523    
           1          64   8.897274       8.735669    
           2          64   13.90704       15.28742    
           1          65   9.067194       8.745139    
           2          65   14.04766       15.30399    
           1          73   10.48711       8.947694    
           2          73   17.82793       15.65846    
           1           9   8.967584       8.944283    
           2           9   15.70782       15.65249    
           1          70   8.327933       9.030146    
           2          70   14.99786       15.80276    
           1           2   11.18731       9.194923    
           1           5   11.72735       9.024772    
  -12.32226      -4.736856       49.48562              18
           2          71   12.54887       14.64525    
           2          10   14.85747       14.77096    
           1           1   8.080132       8.382297    
           2           1   14.56059       14.66902    
           2          64   13.19731       13.61091    
           2          72   14.06840       14.56830    
           2          73   14.49028       14.02384    
           1          12   7.037163       8.709535    
           2          12   16.65826       15.24169    
           1           9   9.037164       7.711238    
           2           9   14.45903       13.49467    
           2          70   14.06840       13.62242    
           1           7   7.587945       7.986052    
           2           7   15.77935       13.97559    
           1           5   8.119194       7.725904    
           2           5   14.06840       13.52033    
           2          11   15.99810       15.77658    
           2           6   16.70903       13.78384    
