           2          64   10.40552       12.38199    
           1          73   6.555914       6.926305    
           2          73   11.16724       12.12104    
           2           7   14.35669       12.62052    
           1           9   7.526617       7.654646    
           2           9   14.90552       13.39597    
           1          70   7.985600       7.695752    
           2          70   12.83716       13.46796    
           1           5   7.346929       8.049158    
           2           5   14.53638       14.08640    
           2           6   16.75709       15.47904    
   29.82133       24.77466       12.80000              25
           1          68   5.360987       5.353079    
           2          68   9.360992       9.368033    
           1           1   6.314112       6.244844    
           2           1   11.25942       10.92868    
           1          67   6.360987       6.370131    
           2          67   11.13442       11.14791    
           1          71   7.243801       7.242761    
           2          71   12.80630       12.67477    
           1          10   6.907862       7.189187    
           2          10   12.69692       12.58109    
           1          11   6.337550       6.535787    
           2          11   10.74380       11.43796    
           1          12   8.079738       7.844162    
           2          12   13.93911       13.72732    
           1          72   8.470363       8.490533    
           2          72   14.36099       14.85862    
           1          64   9.579733       9.182927    
           2          64   17.36880       16.07017    
           1           7   8.470363       8.996738    
           2           7   15.58755       15.74420    
           1          73   9.806303       9.320203    
           2          73   15.58755       16.31028    
           1          70   9.915672       10.04602    
           2          70   17.13442       17.58041    
           2           2   17.36880       17.39989    
   14.36353      -8.917847       12.00000              12
           2           1   5.450524       5.457769    
           1          65   5.251307       6.016459    
           2          65   9.489588       10.52877    
           1          64   5.251307       4.865365    
           2          64   9.290369       8.514277    
           2          72   12.32162       12.57273    
           1          73   7.270838       7.029605    
           2          73   13.32943       12.30171    
           1           9   6.661463       6.160016    
           2           9   10.89974       10.78015    
           2          12   13.11850       13.08129    
           2          70   11.70834       11.85067    
  -99.50673      -10.45862       48.40000              37
           1          70   13.86868       13.88709    
           2          70   24.36868       24.30256    
           1           9   14.18118       14.25052    
           2           9   22.42336       24.93853    
           1          73   14.45461       14.31181    
           2          73   24.71242       25.04582    
           1           5   14.38430       14.48998    
           2           5   25.68899       25.35733    
           1          65   14.68899       14.72181    
           2          65   25.90774       25.76291    
           1           6   14.47805       14.52649    
           2           6   25.68899       25.42123    
           1          72   15.03274       15.00565    
           2          72   26.38430       26.25987    
           1          64   15.54836       15.34874    
           2          64   27.07180       26.86023    
           1          12   15.60305       15.67392    
           2          12   27.33742       27.42925    
           1          10   16.15774       16.13099    
           2          10   28.20461       28.22922    
           1           7   16.32961       16.31168    
           2           7   27.82961       28.54536    
           1          71   17.14992       16.81806    
           2          71   30.11086       29.43165    
           1          67   16.97805       16.93136    
           2          67   29.67336       29.63000    
           1           2   16.11086       16.59440    
           2           2   28.54055       29.04021    
           1           1   18.04836       17.67548    
           2           1   30.78274       30.93198    
           1          69   17.86868       17.74394    
           2          69   31.26711       31.05186    
           1          68   17.93899       17.84361    
           2          68   31.47805       31.22630    
           2          66   31.07180       31.41707    
           1          11   18.75930       18.97075    
           2          11   32.71243       33.19905    
   2.942112       23.37769       49.30000              24
           1          71   9.548326       8.661525    
           2          71   15.70457       15.15763    
           1          67   8.024889       8.039787    
           2          67   12.63426       14.06961    
           1          72   9.040514       8.327614    
           2          72   16.21239       14.57331    
           1          73   8.704576       8.711333    
           2          73   15.53270       15.24484    
           1          12   8.532702       8.115172    
           2          12   13.99363       14.20157    
           1           9   8.868639       9.280726    
           2           9   16.04051       16.24137    
           1          70   8.704576       9.174489    
           2          70   15.00926       16.05549    
           1           7   9.384264       9.552493    
           2           7   16.54832       16.71697    
           1           5   8.774889       9.630085    
           2           5   14.83739       16.85267    
           1          11   10.40770       9.313093    
           2          11   17.39989       16.29791    
           1           6   9.892074       10.18369    
           2           6   18.77489       17.82147    
           1           2   9.423326       10.31647    
           2           2   17.75145       18.05386    
   50.37400      -106.5410       14.80000              40
           1           2   16.19354       16.10606    
           2           2   27.81073       28.18563    
           1          11   17.01385       17.01389    
           2          11   29.68573       29.77381    
           1           7   17.38104       17.45505    
           2           7   30.92793       30.54585    
           1          69   18.16229       17.92937    
           2          69   30.83416       31.37550    
           1           6   17.84198       18.02854    
           2           6   31.05293       31.54960    
           1          64   18.89666       18.93220    
           2          64   32.66229       33.13123    
           1           1   19.22479       18.88127    
           2           1   32.76385       33.04210    
           1           5   18.98260       18.95744    
           2           5   33.20135       33.17505    
           1          71   20.08416       19.94320    
           2          71   35.63104       34.90123    
           1           9   19.62323       19.91745    
           2           9   34.99042       34.85535    
           1          68   20.86543       20.37835    
           2          68   36.45135       35.66199    
           1           3   20.72479       20.28447    
           1          65   20.35760       20.54805    
           2           3   35.31073       35.49771    
           2          65   35.86542       35.95903    
           1          70   20.26385       20.66903    
           2          70   35.95135       36.17131    
           1          67   21.59198       21.49027    
           2          67   37.78729       37.60803    
           1          73   21.36543       21.62359    
           2          73   37.59198       37.84100    
           1          10   21.77166       21.82627    
           2          10   38.05292       38.19623    
           1          72   22.23260       22.28173    
           2          72   37.32635       38.99288    
           1          66   22.09198       22.15250    
           2          66   37.96698       38.76702    
           1          12   22.59198       22.84275    
           2          12   39.88104       39.97541    
   28.65676      -54.25146       49.30000              36
           1           2   11.22919       9.797626    
           2           2   18.58075       17.14587    
           1           7   10.31122       10.66012    
           2           7   19.04169       18.65534    
           1          69   10.77216       10.90013    
           2          69   18.58075       19.07523    
           1          11   10.31122       10.30388    
           2          11   19.95966       18.03178    
           1           1   12.15107       11.62487    
           2           1   20.40888       20.34331    
           1          64   12.15107       11.80253    
           2          64   19.95966       20.65457    
           1           6   11.69013       11.31488    
           2           6   19.95966       19.80082    
           1          71   12.15107       12.54651    
           2          71   21.33075       21.95644    
           1           5   11.69013       11.92223    
           2           5   20.86982       20.86391    
           1           9   12.15107       12.63658    
           2           9   22.24872       22.11392    
           1          68   13.06904       12.82533    
           2          68   22.70966       22.44439    
           1          65   13.06904       13.06337    
           2          65   22.24872       22.86057    
           1          70   13.06904       13.24549    
           2          70   23.17060       23.17966    
           1          67   13.06904       13.75149    
           2          67   23.17060       24.06512    
           1          10   13.06904       14.02865    
           2          10   25.47138       24.55009    
           1          73   14.90107       13.96038    
           2          73   24.54950       24.43065    
           1          72   14.45185       14.45851    
           2          72   25.92060       25.30240    
           1          12   14.45185       14.91572    
           2          12   26.38154       26.10256    
   30.68091       19.20984       81.70000              24
           1          68   11.96868       12.51972    
           2          68   21.35931       21.90953    
           1           1   12.23821       12.62952    
           2           1   21.79681       22.10170    
           2          71   22.39837       23.20409    
           1          66   12.95696       12.47987    
           1          67   12.04681       12.95383    
           2          67   22.39837       22.66912    
           1           7   13.56634       13.56003    
           2           7   23.31634       23.72994    
           1          64   13.86712       13.75613    
           2          64   24.53899       24.07335    
           2          12   23.92571       23.52716    
           1          65   13.86712       13.78433    
           2          65   24.22649       24.12253    
           1           2   14.58587       13.89681    
           2           2   26.13665       24.31940    
           2          73   24.22649       24.38388    
           1           9   15.08587       14.09946    
           2           9   25.44915       24.67413    
           1           5   15.08587       14.17585    
           2           5   25.36712       24.80782    
           1          70   12.95696       14.18086    
           2          70   22.70696       24.81659    
   26.41619       7.825439       66.90000              27
           1           1   10.14506       10.42135    
           2           1   18.11771       18.23733    
           1          69   10.42631       10.41990    
           2          69   18.11771       18.23480    
           1          67   10.99662       11.02644    
           2          67   19.25834       19.29632    
           1          10   11.28568       11.27919    
           2          10   20.10599       19.73860    
           1           7   10.99662       11.21283    
           2           7   19.82474       19.62259    
           1          64   11.28568       11.51605    
           2          64   19.82474       20.15312    
           2          65   20.10599       20.48730    
           1          12   11.85599       11.69554    
           2          12   21.24662       20.46710    
           1          72   12.41849       11.79447    
           2          72   20.96537       20.64030    
           1           2   11.85599       11.48723    
           2           2   21.24662       20.10260    
           1           9   11.85599       11.95957    
           2           9   20.96537       20.92941    
           1          73   11.85599       11.98697    
           2          73   19.82474       20.97734    
           1           5   11.85599       11.95021    
           2           5   20.67631       20.91304    
           1          70   12.41849       12.12183    
           2          70   21.53568       21.21316    
   36.65849      -85.79968       67.90000              31
           1           2   13.74918       14.35520    
           2           2   24.52262       25.12168    
           1          11   14.28824       15.12467    
           2          11   25.98355       26.46808    
           1           7   14.95231       15.32891    
           2           7   26.49918       26.82569    
           1          69   15.46793       15.73137    
           2          69   27.26481       27.52959    
           2           6   28.16324       27.49213    
           1           1   16.36637       16.47077    
           2           1   28.67887       28.82374    
           1          64   16.21793       16.43470    
           2          64   28.54605       28.76064    
           1           5   16.68668       16.42010    
           2           5   28.88199       28.73501    
           1          71   17.53824       17.34389    
           2          71   30.29605       30.35200    
           1           9   17.08512       17.16718    
           2           9   30.13199       30.04256    
           1          68   17.69449       17.67461    
           2          68   30.95231       30.93048    
           1           3   17.81168       17.61768    
           2           3   31.28824       30.83087    
           1          70   17.86637       17.76006    
           2          70   30.80387       31.08038    
           1          73   18.93668       18.55547    
           2          73   33.67887       32.47189    
           1          72   19.83512       19.12341    
           2          72   34.09293       33.46572    
           1          12   19.56168       19.62115    
           2          12   33.70231       34.33697    
   29.53339       21.83960       37.20000              17
           2          67   15.14283       13.98417    
           1           1   8.193118       7.698318    
           2           1   12.85279       13.47198    
           2          69   14.44311       13.97862    
           2          12   16.82300       15.68967    
           2          72   13.99292       16.40593    
           1          65   10.22290       9.721658    
           2          65   16.08276       17.01295    
           1          64   9.423095       9.738841    
           2          64   15.76294       17.04302    
           1           7   9.522705       9.529100    
           2           7   18.33276       16.67584    
           1           9   11.00317       10.32108    
           2           9   18.77270       18.06172    
           2          70   17.67309       18.25515    
           1           5   10.49292       10.49962    
           1           6   12.07300       10.99650    
   20.25601       56.10547       71.90000              25
           1          67   13.85818       12.74691    
           2          67   22.59841       22.30720    
           1          10   13.85818       12.85626    
           2          10   22.59841       22.49845    
           1          68   13.05740       12.71551    
           2          68   22.59841       22.25216    
           1          71   13.68826       13.75650    
           1           1   13.45779       13.43058    
           2           1   26.16873       23.50350    
           2          73   26.56912       24.29860    
           1          65   13.05740       14.13301    
           2          65   24.57888       24.73261    
           2          69   21.79763       24.25292    
           1          64   14.24880       14.68641    
           2          64   26.96756       25.70138    
           2          70   23.38748       25.48854    
           1           9   13.85818       14.74319    
           2           9   24.91873       25.80050    
           1           5   15.04763       15.16280    
           2           5   26.56912       26.53493    
           1           7   14.64724       14.94412    
           2           7   26.96756       26.15240    
           1           6   15.44802       15.76205    
           2           6   28.15896       27.58345    
           2           2   28.94802       27.48436    
  -41.90651      -14.46533       31.00000              34
           1           9   6.349389       6.570405    
           2           9   11.45876       11.49825    
           1          70   6.322044       6.462527    
           2          70   11.18923       11.30940    
           1           5   6.431419       6.614731    
           2           5   11.54079       11.57589    
           1          65   7.099389       7.180213    
           2          65   12.36892       12.56539    
           1          64   7.450951       7.404590    
           2          64   13.54079       12.95799    
           1           6   6.310326       6.605498    
           2           6   11.25173       11.55968    
           1          73   6.919701       7.206674    
           2          73   12.45095       12.61174    
           1           7   8.411888       8.205525    
           2           7   15.18923       14.35976    
           1          72   7.888451       8.126551    
           2          72   14.11892       14.22120    
           2          71   15.70095       15.81159    
           1          10   9.111108       8.978931    
           2          10   15.27126       15.71285    
           1           2   8.509544       8.498757    
           2           2   14.84939       14.87272    
           1          12   9.040794       8.989023    
           2          12   15.72829       15.73101    
           1          67   9.681419       9.618200    
           2          67   16.90017       16.83193    
           1           1   10.36892       9.760694    
           2           1   17.63845       17.08132    
           1          69   9.911889       9.706038    
           2          69   17.57986       16.98570    
           1          68   10.63064       10.23609    
           2          68   18.29861       17.91351    
           2          11   18.93142       19.09420    
   153.9151      -56.02966      0.0000000E+00          13
           2           1   43.69012       45.89063    
           2          67   47.31122       49.67466    
           1          71   27.66278       27.75819    
           2          71   46.95965       48.57644    
           1          12   28.19012       30.05599    
           2          12   51.44012       52.59793    
           1           7   26.20184       26.82682    
           2          64   46.70184       49.33693    
           2          65   53.52215       51.34361    
           2           9   52.79168       51.40561    
           2          70   50.24090       52.43341    
           2           5   48.00262       50.44486    
           1           5   30.57293       28.82571    
