   31.57900       29.94950     -0.1780000      RUS
   31.39983       30.29083     -4.1999999E-02  ANS
   31.82917       29.92750     -0.4900000      KOT
   32.09900       29.95300     -0.4770000      HAG
   31.34333       29.85850     -0.2000000      HLW
   30.97467       29.92817     -0.2000000      KHB
   30.80083       29.79567     -0.2790000      MYD
   31.15283       29.70433     -0.1450000      AYT
   31.70817       29.57717     -0.5190000      GLL
   31.04283       29.69233     -0.2000000      FYM
   31.19583       29.88117     -0.1070000      SQR
   32.23083       30.29283     -0.1500000      FYD
   31.21250       28.95167     -0.2010000      BNS
   32.54867       29.28183     -0.1530000      ZAF
   32.87517       29.37617     -0.2010000      ZNM
   32.83217       29.84050     -0.2860000      SUZ
   33.72183       30.96000     -0.2320000      RSH
   33.29750       28.71200     -0.2520000      RDS
   32.78584       28.27050     -0.4650000      GRB
   30.55950       25.50950     -0.1550000      GTR
   33.53867       27.86983     -0.2320000      ZET
   33.53867       27.86983     -0.2320000      Zet
   33.95183       28.00683     -0.2740000      TR1
   33.72267       28.38550     -0.2390000      TR2
   30.61717       29.63283     -0.2700000      NAT
   31.51867       30.95633     -0.1000000      MNS
   29.83917       30.57433     -0.1180000      BRG
   27.09633       31.09400     -0.2390000      MAT
   28.28133       31.00983     -9.2000000E-02  DAB
   25.21217       31.49167     -7.9000004E-02  SLM
   33.56917       27.21933     -0.2270000      HRG
   33.56917       27.21933     -0.2270000     HURG
   33.56917       27.21933     -0.2270000      HUR
   34.73267       29.21650     -0.2340000      BST
   34.61867       28.72200     -1.8999999E-02  DHB
   34.64734       29.02750     -0.1530000      NUB
   33.98033       29.92917     -0.4380000      NKL
   33.18184       25.09450     -0.1860000      EDF
   33.53867       27.86983     -0.2320000     Zeit
   34.13217       27.89250     -0.2750000      SHR
   33.53867       27.86983     -0.2320000     ZEIT
   32.75100       23.74733     -0.2310000      HAD
   32.72117       23.66333     -0.2000000      RAM
   35.39983       23.10683     -0.1470000      SHL
   32.72117       23.66333     -0.2000000      RML
   32.56267       23.73400     -0.1850000      NMR
   31.65800       23.26533     -0.3260000      SHG
   31.88900       22.88117     -0.3750000      MSM
   31.30467       22.58900     -0.3370000      KFR
   31.53067       22.12233     -0.2490000      ADN
   33.18100       25.10200     -0.1860000      EDF
   32.75100       23.74733     -0.2310000      AHD
   32.72117       23.66333     -0.1900000      KRL
   33.97967       28.77533      -1.729000      CAT
   28.95467       24.31950     -0.3770000      DK2
   29.40283       25.54317     -0.5680000      DK1
   31.55367       29.61850     -0.4460000      SAF
   31.55367       29.61850     -0.4460000      SUF
   33.92900       26.56750     -0.1510000      SFG
   34.38700       25.75550     -0.1490000      QSR
   34.62366       25.35100     -0.1870000      ADB
   34.98650       24.37933     -0.2930000      AGS
   34.62366       25.35100     -0.1780000      DBB
   34.98650       24.37933     -0.2930000      GSN
   28.31050       27.14833     -0.1150000      FRF
   30.49850       25.50317     -0.1520000      KRG
   30.71267       24.37167     -0.1840000      PRS
   28.90383       28.32083     -0.2000000      WBH
   32.48967       26.22367     -0.2000000      qen
   32.48967       26.22367     -0.2000000      QEN
   33.21000       30.64300     -0.6010000      MAG
   31.56250       27.39650     -0.2370000      SUT
   33.99283       28.52283      -1.729000      KAT
   34.61867       28.72200     -1.8999999E-02  DAH
   34.64734       29.02750     -0.1530000      NUE
   34.83867       25.01317     -0.1990000      MRS
   25.70900       29.26317     -4.8000000E-02  SWA
   25.45567       29.24317     -0.4500000     SIW2
   35.65317       33.90383     -0.9550000      BHL
   11.95083       43.61983      -1.170000      CRE
   42.68633       43.95533      -1.054000      KIV
   12.94100       43.49767     -0.4590000      ARV
   35.73400       33.26600      -1.015000      HRI
   35.02400       32.77900     -0.1790000      HAF
   35.57500       32.33500      0.1800000     QRNJ
   35.77100       32.30100      -1.075000     ANJJ
   32.58250       23.37917      0.0000000E+00  WAL
   32.77600       23.89400      0.0000000E+00  KUR
   32.75283       23.74633      0.0000000E+00  AHD
   35.41167       32.43917     -0.3000000      MGI
   35.65000       32.71400     -0.3300000      GLH
   36.01000       31.30000     -0.8760000     QTRJ
   34.03200       35.00400     -0.1750000     PHNC
   35.64083       31.55217     -0.8150000     MKRJ
   35.50000       30.38300      -1.734000     SHWJ
   35.18800       28.93000     -0.7250000     SRFA
   35.17383       33.08283     -0.3010000     HNTI
   35.65900       33.19200     -0.1230000     KSDI
   34.63000       30.97000     -0.2000000     AYT1
   35.61600       30.72800      -1.365000     JRDJ
   35.10883       28.94583      -1.000000     SHRF
   34.67767       30.22050     -0.5600000     SAGI
   35.18700       30.64000      0.0000000E+00 ARVI
   34.55000       30.90000     -0.2900000     SZAF
   34.49000       30.99000     -0.3600000     KERI
   35.71833       31.72900     -0.8220000     MASJ
   30.56000       26.17600     -7.5000003E-02 WAJH
   35.68467       32.00900     -0.7800000     SALJ
   35.39400       31.46900      0.0000000E+00 ENGI
   28.28133       31.00983     -9.2000000E-02 DABA
   32.75100       23.74733     -0.2310000     HADI
   32.72117       23.66333     -0.2000000     RAML
   32.56267       23.73400     -0.1850000     NMAR
   31.65800       23.26533     -0.3260000     SHAG
   31.88900       22.88117     -0.3750000     MASM
   31.30467       22.58900     -0.3370000     KHFR
   31.53067       22.12233     -0.2490000     ADEN
   25.21217       31.49167     -7.9000004E-02 SALU
   34.13217       27.89250     -0.2750000     SHRM
   34.73267       29.21650     -0.2340000     BASA
   34.61867       28.72200     -1.8999999E-02 DAHA
   34.64734       29.02750     -0.1530000     NUEA
   29.83917       30.57417     -0.1180000     BRGR
   32.75283       23.74633     -0.2310000     AHDA
   32.82550       23.42850     -0.2780000     GALA
   32.54050       23.53800     -0.2740000     GMRA
   32.80967       23.64500     -0.2300000     GRWA
   32.71000       23.66000     -0.1850000     KRMA
   33.02083       23.63717     -0.2300000     KSRA
   32.80967       23.89400     -0.1900000     KURA
   32.96733       23.96667     -0.2400000     MANA
   32.67800       23.41000     -0.2450000     NALA
   32.54233       23.68033     -0.2000000     NMRA
   32.38467       23.65967     -0.1500000     SKDA
   32.58250       23.37917     -0.1970000     WALA
   32.44700       23.42517     -0.2030000     WKLA
   33.57784       28.27633     -0.2410000     HAMM
   33.86033       28.16967     -0.2000000     ATOT
   33.99483       27.92917     -0.2000000     MAZR
   33.62083       27.36800     -0.2200000     ABSH
   33.65166       27.08600     -0.1000000     UMDL
   33.12000       28.04000     -0.3500000     GHAR
   34.25783       27.85200     -0.3000000     SHRM
   34.03200       27.45883     -0.2000000     SHDW
   34.41700       28.06483     -4.0000002E-03 NABA
   43.00050       23.92667      -1.090000     AFFS
   35.06500       29.31033      0.0000000E+00 ALWS
   35.05000       29.72800     -0.1700000     AQBJ
   43.23650       25.88100     -0.7200000     ARSS
   58.56250       56.43017     -0.2500000      ARU
   36.00100       28.86600     -0.7700000      AYN
   35.26883       28.18883      0.0000000E+00 AYUS
   34.96200       28.56600     -0.4950000     BADA
   35.10133       28.43167     -0.3600000     BDAS
   18.42417       5.176167     -0.5760000     BGCA
   36.95950       26.86700      0.0000000E+00 BIDS
   41.59917       19.88117      -2.060000     BLJS
   34.83883       28.81383     -5.0000001E-02 BMSH
   13.94283       50.87317     -0.2960000      BRG
   36.50000       30.64000      -1.030000     BYRJ
   33.33050       34.96217     -0.3960000     CSS 
   35.97733       27.21133     -0.1800000     DBAS
   35.40200       30.82000      0.0000000E+00 DHLJ
   35.39200       31.59300     -1.2000000E-02 DRGI
   35.38000       31.57000     -0.2000000      DSI
   34.95117       29.66983     -0.2100000      EIL
   34.92967       29.05483     -0.4200000     HAQS
   41.79167       27.38350      -1.080000     HILS
   35.84100       29.74300      -1.235000     HITJ
   35.52600       32.25300     -0.1510000     HMDT
   35.04683       29.27000     -0.2850000      HQL
   35.40000       29.42100      -1.100000     HSHJ
   46.88667       64.77133     -0.4190000     ILAR
   35.19717       31.77183     -0.7700000      JER
   35.10933       29.16867      0.0000000E+00 JMOS
   35.87783       28.88617      0.0000000E+00 JMQS
   35.23300       30.26100     -0.3570000     JRSJ
   39.26233       25.78933     -0.7800000     KBRS
   34.72517       30.10433     -0.4730000     KMTI
   27.88433       37.44217     -0.1090000     KSAR
   35.81100       32.98200     -0.7190000     KSHT
   34.39717       30.90633     -0.2480000     KZIT
   35.48100       31.24000      0.0000000E+00 LISJ
   34.78500       30.99600     -0.3650000     MASH
   34.91533       29.79250     -0.8420000      MBH
   35.82000       29.44200     -0.9000000     MDRJ
   82.30000       46.77000      0.0000000E+00 MKAR
   34.87500       28.43800     -0.6500000     MKNA
   35.42167       32.43783     -0.5110000     MMLI
   35.39200       33.01200     -0.9000000     MRNI
   35.32183       29.68500     -0.8100000     MRSJ
   35.36283       31.30967      0.0000000E+00 MZDA
   42.20833       19.17133      -2.520000     NAMS
   35.50500       30.00000      -1.640000     NAQJ
   11.21483       61.03967     -0.7170000      NOA
   34.98500       32.62100     -0.5200000     OFRI
   35.00467       30.35183     -0.4110000     PRNI
   37.32400       31.38600     -0.4910000     QURS
   34.76200       30.59633     -0.8530000     RMNI
   34.68633       31.05100     -0.2550000     RTMM
   34.90800       29.02300     -0.3500000     SALT
   34.62000       30.93000     -0.3700000     SVTA
   34.87167       28.55117      0.0000000E+00 TAYS
   36.54850       28.22483     -0.8200000     TBKS
   34.88083       29.58350      0.0000000E+00 YASH
   34.62467       30.96867     -0.2000000     ATR1
   95.87500       50.24967     -0.2810000      ULM
   37.31183       25.23400     -0.1300000     UMJS
   35.46500       30.32500     -0.9650000     WMSJ
   37.99217       24.33967     -7.9999998E-02 YNBS
   35.11600       31.36300     -0.9020000     YTIR
   84.79816       53.93667     -0.2130000      ZAL
   35.17800       30.55400      0.0000000E+00 ZFRI
   35.02800       32.24000     -0.2340000      ZNT
   35.66600       30.72800      -1.365000     JDRJ
   40.41067       20.27500     -0.1800000     LTHS
   35.33900       31.93800     -0.6800000      JVI
   34.96200       29.35800     -9.9999998E-03 DRHJ
   35.03700       30.03633     -0.4380000     HRFI
