  -103.8320       19.98900       57.60000    
  -103.4447       19.64050       5.000000    
  -103.7510       20.02500       52.70000    
  -104.0320       19.93100       51.30000    
  -103.5490       18.78900       128.3000    
  -103.6350       19.43500       125.4000    
  -104.4660       19.68100       49.90000    
  -103.9480       19.99100       18.00000    
  -103.7740       20.02400       36.80000    
  -104.0030       19.89600      0.0000000E+00
  -104.7610       19.73500       93.90000    
  -104.0550       19.94800       55.80000    
  -103.6440       18.99600       107.8000    
  -103.8800       19.52900       70.80000    
  -103.7370       19.95600       77.20000    
  -103.8160       19.90300       70.90000    
  -103.7080       19.19600       101.9000    
  -103.8390       20.03800       46.70000    
  -104.0380       20.07600       93.90000    
  -104.3730       19.72800       45.00000    
  -102.6450       20.57200      0.0000000E+00
  -107.3720       18.85900       411.9000    
  -102.8510       18.46500      0.0000000E+00
  -104.0310       19.95800       19.80000    
  -103.7440       18.77100       121.9000    
  -103.7250       19.88300       38.10000    
  -103.8220       18.88700       105.2000    
  -104.8820       19.83400       85.40000    
  -94.94800       16.13500       17.70000    
  -103.9090       20.06800       53.20000    
  -103.0970       18.30200      0.0000000E+00
  -103.8780       19.89700       31.00000    
  -103.4447       19.64050       5.000000    
  -106.0600       18.78400       253.2000    
  -101.9200       20.24300      0.0000000E+00
  -105.9230       18.54600       266.5000    
  -103.7070       18.71200       131.6000    
  -103.5990       19.68600       138.4000    
  -103.5670       19.92300       29.50000    
  -104.7230       19.61000       64.90000    
  -102.5130       23.70400       3.100000    
  -104.3490       19.64900       42.90000    
  -104.2140       19.87100       93.10000    
  -103.9850       19.94200      0.0000000E+00
  -103.7690       19.36000       50.70000    
  -104.4800       19.71200       48.90000    
  -104.1860       19.82900       33.20000    
  -103.8210       19.09600       81.40000    
  -103.0070       18.69700       11.30000    
  -104.5240       20.07800       48.10000    
  -103.7520       19.96700       40.10000    
  -103.9250       19.85500       31.00000    
  -103.9900       19.89200       12.00000    
  -103.8470       19.34400       54.00000    
  -103.4020       19.70400       56.90000    
  -104.3610       19.69400       38.10000    
  -103.5930       18.47700       15.80000    
  -103.9570       19.98600       75.30000    
  -103.7490       18.42400       15.50000    
  -103.7360       20.02600       29.30000    
  -104.5770       19.39800       77.40000    
  -103.8180       18.99800       99.80000    
  -104.3530       19.11500       96.50000    
  -104.5580       19.03400       100.8000    
  -104.4660       20.40100       61.60000    
  -104.3730       19.92000       88.20000    
  -104.4540       20.45500       60.70000    
  -104.4830       19.70000       53.20000    
  -103.7490       20.37100       68.10000    
  -104.2830       19.75600       45.40000    
  -105.4760       18.98000       211.4000    
  -103.9350       19.41500       82.30000    
  -104.1580       18.48000       13.50000    
  -102.3900       18.43900       30.30000    
  -105.6940       19.87100       30.60000    
  -104.1940       18.49000       3.500000    
  -104.1770       18.48300       8.900000    
  -103.1370       19.38300       15.00000    
  -106.0580       18.47100      0.1000000    
  -103.2990       19.88900       28.80000    
  -103.5680       20.04900      0.0000000E+00
  -104.1600       19.31100       19.50000    
  -104.5750       19.75300       17.40000    
  -100.2360       18.35800       25.70000    
  -103.9040       19.41400       38.70000    
  -105.1250       19.09800      0.0000000E+00
  -103.9310       20.05600       11.90000    
  -104.1820       19.77500       10.80000    
  -103.5950       19.57800       21.20000    
  -101.5040       17.63800      0.0000000E+00
  -102.4420       18.48400      0.0000000E+00
  -103.2400       19.77000      0.0000000E+00
  -103.1410       19.80700       21.90000    
  -103.2580       19.82600      0.0000000E+00
  -104.2880       19.33800       2.300000    
  -103.3020       20.20600      0.0000000E+00
  -104.0090       19.24000       23.90000    
  -98.29300       22.13100       39.70000    
  -104.1770       19.78800       9.800000    
  -104.1700       19.78200       10.80000    
  -103.4447       19.64050       5.000000    
  -104.1950       19.37700       5.900000    
  -104.2310       19.33800       22.70000    
  -103.5848       19.39817       5.000000    
  -101.7370       18.69900      0.0000000E+00
  -103.3020       19.72900      0.1000000    
  -103.2390       19.73900       35.20000    
  -103.6360       18.55000       18.30000    
  -103.5667       19.31767       5.000000    
  -103.6800       17.36600       30.20000    
  -105.1100       19.70000       77.40000    
  -102.6600       20.21900       9.100000    
  -102.5880       18.96500       6.900000    
  -103.3480       19.18900       59.80000    
  -105.1830       19.75200       30.30000    
  -104.1740       19.05400       21.20000    
  -102.9450       19.29900       145.9000    
  -102.5160       18.27700      0.0000000E+00
  -104.3320       19.47700       26.80000    
  -100.7730       15.97200      0.0000000E+00
  -100.0340       16.46800       21.90000    
  -103.2420       19.75700       11.40000    
  -104.2530       19.38900      0.1000000    
  -104.1890       19.41300       2.800000    
