   160.5917       55.97891       11.60000              17
           1           8   4.625548    
           2           8   8.094709    
           1          14   8.416710    
           1          15   7.187607    
           2          15   12.57831    
           1          22   9.329260    
           2          22   16.32620    
           1          16   5.407132    
           2          16   9.462481    
           1          20   6.055024    
           2          20   10.59629    
           1          24   4.079009    
           2          24   7.138265    
           1          35   13.38387    
           2          35   23.42178    
           1          39   3.909913    
           2          39   6.842347    
   160.5482       56.09738       26.50000              18
           1           8   5.744552    
           2           8   10.05297    
           1          14   7.405335    
           2          14   12.95934    
           1          15   9.304450    
           2          15   16.28279    
           1          22   9.049412    
           2          22   15.83647    
           1          16   6.896460    
           2          16   12.06880    
           1          20   5.742328    
           2          20   10.04907    
           1          24   5.763419    
           2          24   10.08598    
           1          35   11.65219    
           2          35   20.39134    
           1          39   6.155153    
           2          39   10.77152    
   160.5676       56.10097       28.30000              18
           1           8   5.903069    
           2           8   10.33037    
           1          14   7.413726    
           2          14   12.97402    
           1          15   9.522292    
           2          15   16.66401    
           1          22   9.313447    
           2          22   16.29845    
           1          16   7.213596    
           2          16   12.62379    
           1          20   5.948645    
           2          20   10.41013    
           1          24   5.969810    
           2          24   10.44717    
           1          35   11.81810    
           2          35   20.68168    
           1          39   6.290741    
           2          39   11.00877    
   160.5337       56.08749       26.50000              16
           1           8   5.829722    
           2           8   10.20201    
           1          14   7.597405    
           2          14   13.29546    
           1          15   9.101172    
           2          15   15.92705    
           1          16   6.732627    
           2          16   11.78210    
           1          20   5.840212    
           2          20   10.22037    
           1          24   5.807135    
           2          24   10.16249    
           1          35   11.60171    
           2          35   20.30304    
           1          39   6.186170    
           2          39   10.82580    
   160.5724       56.08748       27.40000              18
           1           8   5.780201    
           2           8   10.11535    
           1          14   7.475822    
           2          14   13.08267    
           1          15   9.307357    
           2          15   16.28787    
           1          22   9.296439    
           2          22   16.26877    
           1          16   7.059754    
           2          16   12.35457    
           1          20   5.946626    
           2          20   10.40659    
           1          24   5.814476    
           2          24   10.17533    
           1          35   11.94395    
           2          35   20.90192    
           1          39   6.088485    
           2          39   10.65485    
   160.5678       56.07965       27.10000              18
           1           8   5.775647    
           2           8   10.10738    
           1          14   7.569472    
           2          14   13.24658    
           1          15   9.161808    
           2          15   16.03316    
           1          22   9.233455    
           2          22   16.15855    
           1          16   6.947826    
           2          16   12.15870    
           1          20   5.980844    
           2          20   10.46648    
           1          24   5.782952    
           2          24   10.12017    
           1          35   11.96001    
           2          35   20.93003    
           1          39   6.039151    
           2          39   10.56851    
   160.4667       56.16406       8.900000               8
           1           8   4.480560    
           2           8   7.840981    
           1          20   2.826038    
           2          20   4.945566    
           1          24   4.357071    
           2          24   7.624874    
           1          39   5.943439    
           2          39   10.40102    
   160.5856       56.07514       30.50000              18
           1           8   6.186981    
           2           8   10.82722    
           1          14   7.814892    
           2          14   13.67606    
           1          15   9.364530    
           2          15   16.38793    
           1          22   9.548468    
           2          22   16.70982    
           1          16   7.363277    
           2          16   12.88581    
           1          20   6.456111    
           2          20   11.29819    
           1          24   6.235383    
           2          24   10.91191    
           1          35   12.18823    
           2          35   21.32940    
           1          39   6.366822    
           2          39   11.14194    
   160.5530       56.09468       28.30000              18
           1           8   5.970517    
           2           8   10.44840    
           1          14   7.554742    
           2          14   13.22080    
           1          15   9.373631    
           2          15   16.40385    
           1          22   9.173644    
           2          22   16.05388    
           1          16   7.079369    
           2          16   12.38890    
           1          20   6.002038    
           2          20   10.50357    
           1          24   6.005173    
           2          24   10.50905    
           1          35   11.73889    
           2          35   20.54305    
           1          39   6.330287    
           2          39   11.07800    
   160.5579       56.08749       28.30000              18
           1           8   5.962059    
           2           8   10.43360    
           1          14   7.614444    
           2          14   13.32528    
           1          15   9.292291    
           2          15   16.26151    
           1          22   9.207889    
           2          22   16.11380    
           1          16   7.057313    
           2          16   12.35030    
           1          20   6.063036    
           2          20   10.61031    
           1          24   5.986459    
           2          24   10.47630    
           1          35   11.83264    
           2          35   20.70713    
           1          39   6.271295    
           2          39   10.97477    
   160.5917       55.96542      0.1999999              12
           1           8   4.773833    
           2           8   8.354206    
           1          15   7.414992    
           2          15   12.97624    
           1          16   5.572683    
           2          16   9.752194    
           1          20   6.670445    
           2          20   11.67328    
           1          24   3.668901    
           2          24   6.420576    
           1          39   3.605334    
           2          39   6.309333    
   160.5775       56.09314       28.90000              18
           1           8   5.957890    
           2           8   10.42631    
           1          14   7.508061    
           2          14   13.13911    
           1          15   9.484224    
           2          15   16.59739    
           1          22   9.417743    
           2          22   16.48105    
           1          16   7.274074    
           2          16   12.72963    
           1          20   6.093771    
           2          20   10.66410    
           1          24   6.023535    
           2          24   10.54119    
           1          35   11.96619    
           2          35   20.94084    
           1          39   6.277454    
           2          39   10.98555    
   160.5675       56.08478       28.60000              18
           1           8   5.969778    
           2           8   10.44711    
           1          14   7.625749    
           2          14   13.34506    
           1          15   9.310699    
           2          15   16.29372    
           1          22   9.304832    
           2          22   16.28345    
